"SERIAL 
NUMBER",BANK NAME,BANK ID,BRANCH NAME,BRANCH ADDRESS,MAP COORDINATES,BRANCH POPULATION,POPULATION RATIO,YEAR,REVENUE,EXPENSE,PROFIT,BRANCH CODE,DIVISION NAME,DISTRICT NAME,THANA NAME
47,AGRANI BANK PLC,11,BARADARGAR HAT,"Dhaka Trunk Road, Sitakunda, Chittagong 4310","22.358266392232018, 91.78438675437002",96958,0.34%,2021,45029607.98,40649664.12,926006.65,110049,CHATTOGRAM,CHATTOGRAM,SITAKUNDA
48,AGRANI BANK PLC,11,CADET COLLEGE,"Dhaka Trunk Road, Sitakunda, Chittagong 4310","22.358001016572857, 91.78487188472972",108593,0.38%,2021,50433160.93,45527623.81,1037127.45,110050,CHATTOGRAM,CHATTOGRAM,SITAKUNDA
49,AGRANI BANK PLC,11,CHAKTAI,"70 New Chakai Road, Kotwali, Chittagong 4000","22.346613332796398, 91.83359867732752",196877,0.69%,2021,91434374.98,82540728.18,1880292.61,110051,CHATTOGRAM,CHATTOGRAM,BAKOLIA
50,AGRANI BANK PLC,11,CHATTESWARI ROAD,"Enaetur Rahman Sarak, Kotwali, Barisal 8200","22.702609564223756, 90.36563009257314",64045,0.23%,2021,29743932.8,26850797.34,611665.99,110052,CHATTOGRAM,CHATTOGRAM,CHAWKBAZAR
51,AGRANI BANK PLC,11,COLONEL HAT,"Dhaka Trunk Road, Colonel Hat, Pahartali, Chittagong 4317","22.369042279702636, 91.77775891442467",68248,0.24%,2021,31696161.69,28613136.66,651812.39,110053,CHATTOGRAM,CHATTOGRAM,AKBOR SHAH
52,AGRANI BANK PLC,11,DOHAZARI,Dohazari Branch,"22.166165196136305, 92.06548521969209",233017,0.82%,2021,108218653,97692431.61,2225451.14,110054,CHATTOGRAM,CHATTOGRAM,CHANDANAISH
53,AGRANI BANK PLC,11,DURGAPUR,"Durgapur, Bharatvaj Hat, Mirsharai, Chittagong 4323","22.818401952316893, 91.54399653903413",175435,0.62%,2021,81476217.29,73551181.45,1675509.12,110055,CHATTOGRAM,CHATTOGRAM,MIRSARAI
54,AGRANI BANK PLC,11,SUBAR BAZAR,"Subar Bazar, Feni","23.02295925161834, 91.40282491604245",55590,0.20%,2021,25817136.24,23305952.77,530913.79,110056,CHATTOGRAM,FENI,PARSHURAM
55,AGRANI BANK PLC,11,FERINGEE BAZAR,"Shib Bari Lane, Kotwali, Chittagong 4000","22.347843141863457, 91.834113659269",42446,0.15%,2021,19713050.99,17795600.21,405386.97,110057,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
56,AGRANI BANK PLC,11,FOUZDER HAT,"Dhaka Trunk Road, Zafarabad, Pahartali, Chittagong 4317","22.34532474886386, 91.80146341968955",83415,0.29%,2021,38739753.18,34971611.47,796659.59,110058,CHATTOGRAM,CHATTOGRAM,AKBOR SHAH
57,AGRANI BANK PLC,11,HALISHAHAR,"Eidgah, DT Road, Halishahar, Chittagong 4228","22.350924190187143, 91.79485116971482",67467,0.24%,2021,31333311.98,28285580.64,644350.61,110059,CHATTOGRAM,CHATTOGRAM,HALISHAR
58,AGRANI BANK PLC,11,INDUSTRIAL AREA,"Baizid Bostami Mazar, Baizid Bostami, Chittagong","22.38971968132396, 91.8096826580779",79238,0.28%,2021,36799910.48,33220453.56,756767.9,110061,CHATTOGRAM,CHATTOGRAM,BAIOZID BOSTAMI
59,AGRANI BANK PLC,11,ISAKHALI,"Rangunia, Chittagong 4360","22.481557720296387, 92.13787808244388",186452,0.66%,2021,86592849.19,78170128.35,1780729.56,110062,CHATTOGRAM,CHATTOGRAM,RANGUNIA
60,AGRANI BANK PLC,11,AGRABAD(JB) CORPORATE,"Jahan Building-2, 24, Sheikh Mujib Road, Agrabad, Chattogram","22.327748015506476, 91.81567281981074",60700,0.21%,2021,28190467.52,25448434.66,579719.91,110063,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
61,AGRANI BANK PLC,11,JALALABAD,"Bottoli Bazar, Kulgaon, Haji Saleh Bazar, Baizid Road, Chittagong 4216","22.401968558895366, 91.81826035437085",89353,0.31%,2021,41497771.39,37461362.52,853376.57,110064,CHATTOGRAM,CHATTOGRAM,BAIOZID BOSTAMI
62,AGRANI BANK PLC,11,JUBILEE ROAD,"129 Jubilee Road, Kotwali, Chittagong 4000","22.337917054344427, 91.83086498320584",14149,0.05%,2021,6571017,5931866.74,135128.99,110065,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
63,AGRANI BANK PLC,11,KAPASHGOLA,"Enaetur Rahman Sarak, Kotwali, Barisal 8200","22.700867147769873, 90.36950853392948",96067,0.34%,2021,44615899.21,40276196.01,917498.98,110066,CHATTOGRAM,CHATTOGRAM,CHAWKBAZAR
64,AGRANI BANK PLC,11,KHATUNGANJ,"Khatunganj Road, Kotwali, Chittagong 4000","22.338188420468608, 91.84317038276274",25468,0.09%,2021,11827830.59,10677360.13,243232.18,110067,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
65,AGRANI BANK PLC,11,LALDIGHI EAST,"1012-1013 Laldighi East Side, Kotwali, Chittagong 4000","22.33911093586263, 91.838192152533",53765,0.19%,2021,24969864.58,22541093.61,513490.16,110068,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
66,AGRANI BANK PLC,11,MEDICAL COLLEGE,"Tomchon Bridge, Comilla Medical College, Cumilla","23.452577976390913, 91.19559055793324",30993,0.11%,2021,14394055.68,12993973.41,296005.05,110069,CHATTOGRAM,CHATTOGRAM,PANCHLAISH
67,AGRANI BANK PLC,11,NAZIRHAT,"Nazirhat Bazar, Fatikchhari, Chittagong 4353","22.38075791113459, 91.76531637469846",220921,0.78%,2021,102601102.9,92621289.79,2109929.61,110070,CHATTOGRAM,CHATTOGRAM,FATIKCHARI
68,AGRANI BANK PLC,11,NEW MARKET CORP CTG,"886/904 HS Sohrawardy Road, Kotwali, Chittagong 4000","22.352447347208166, 91.82505852148955",50936,0.18%,2021,23655661.18,21354720.26,486464.36,110071,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
69,AGRANI BANK PLC,11,PAHARTALI,"DT Road, Pahartali Bazar, Chittagong 4202","22.35760418261375, 91.79272892536255",198894,0.70%,2021,92371117.89,83386355.9,1899556.16,110073,CHATTOGRAM,CHATTOGRAM,PAHARTALI
70,AGRANI BANK PLC,11,PORT,"BSC Bhaban, Chittagong Port, Bandar, Chittagong 4100","22.312255779079223, 91.80021274880822",213598,0.75%,2021,99200006.23,89551011.33,2039988.12,110074,CHATTOGRAM,CHATTOGRAM,BANDAR CTG.
71,AGRANI BANK PLC,11,ROUZAN,"Fakirhat Bazar, Raozan, Chittagong 4340","22.317912883815524, 91.80449350433325",112994,0.40%,2021,52477108.89,47372760.86,1079160,110075,CHATTOGRAM,CHATTOGRAM,RAOZAN
72,AGRANI BANK PLC,11,REAZUDDIN BAZAR,"Sadarghat, Chapai Nawabganj 6300","23.749094149651718, 90.42712125989782",37256,0.13%,2021,17302784.07,15619775.35,355821.29,110076,CHATTOGRAM,CHATTOGRAM,SADARGHAT
73,AGRANI BANK PLC,11,SADARGHAT,"Sadarghat, Chapai Nawabganj 6300","23.74658012988402, 90.36394987216643",106447,0.37%,2021,49436525.92,44627929.58,1016632.25,110077,CHATTOGRAM,CHATTOGRAM,SADARGHAT
74,AGRANI BANK PLC,11,SHANTINIKETAN,"Shanti Niketan Bazar, Rangunia, Chittagong 4360","22.418245783451216, 91.87979710874293",152552,0.54%,2021,70848694.8,63957377.74,1456960.55,110078,CHATTOGRAM,CHATTOGRAM,RANGUNIA
75,AGRANI BANK PLC,11,SK MUJIB ROAD,"Sk Mujib Sarak, Agrabad, Chittagong 4000","22.340742781497706, 91.81353567552321",60700,0.21%,2021,28190467.52,25448434.66,579719.91,110079,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
76,AGRANI BANK PLC,11,"SRTRAND ROAD
CORPORATE","Sadarghat, Chapai Nawabganj 6300","24.638802148297934, 88.27655638642747",34063,0.12%,2021,15819688.29,14280937.47,325322.32,110080,CHATTOGRAM,CHATTOGRAM,SADARGHAT
77,AGRANI BANK PLC,11,CTG.UNIVERSITY,"Hathazari Bus Station, Hathazari, Chittagong 4330","22.499724663563605, 91.80805476513879",104618,0.37%,2021,48586904.28,43860949.01,999160.3,110082,CHATTOGRAM,CHATTOGRAM,HATHAZARI
78,AGRANI BANK PLC,11,"COMMERCIAL AREA
CORPORATE",N/A,0,52028,0.18%,2021,24163257.88,21812943.99,496902.78,110083,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
79,AGRANI BANK PLC,11,MODUNAGHAT,"Hathazari Bus Station, Hathazari, Chittagong 4330","22.436034228229335, 91.87182696769918",89672,0.32%,2021,41645917.95,37595099.15,856423.11,110084,CHATTOGRAM,CHATTOGRAM,HATHAZARI
80,AGRANI BANK PLC,11,AMANAT KHAN SARAK,"Amanat Khan Sarak, Chittagong Port, Kotwali, Chittagong 4100","22.30942702992752, 91.80166020833427",75152,0.26%,2021,34902483.6,31507585.77,717748.46,110085,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
81,AGRANI BANK PLC,11,STEEL MILLS,"Steel Mills, Potenga, Chittagong 4200","22.26922617674734, 91.7916385858621",63100,0.22%,2021,29305307.7,26454836.46,602645.93,110086,CHATTOGRAM,CHATTOGRAM,PATENGA
82,AGRANI BANK PLC,11,KHULSHI,"Jakir Hossain Road, Dampara, Khulshi, Chittagong 4000","22.36220949584418, 91.80157319669765",138710,0.49%,2021,64420265.21,58154229.21,1324763.78,110087,CHATTOGRAM,CHATTOGRAM,KULSHI
83,AGRANI BANK PLC,11,FATEABAD,"Hathazari Bus Station, Hathazari, Chittagong 4330","22.47343048628978, 91.78703136198583",129527,0.46%,2021,60155214.82,54304032.11,1237055.6,110088,CHATTOGRAM,CHATTOGRAM,HATHAZARI
84,AGRANI BANK PLC,11,SAMITIR HAT,"Shamitirhat Bazar, Fatikchhari, Chittagong 4333","22.591324874703517, 91.83187199670209",131501,0.46%,2021,61072085.04,55131720.12,1255910.48,110089,CHATTOGRAM,CHATTOGRAM,FATIKCHARI
85,AGRANI BANK PLC,11,LAL KHAN BAZAR,"CDA Avenue, Kotwali, Chittagong 4000","22.355194599912277, 91.82208075436994",104641,0.37%,2021,48597743.93,43870734.31,999383.21,110090,CHATTOGRAM,CHATTOGRAM,KULSHI
86,AGRANI BANK PLC,11,BAHADDAR HAT,"Bahaddar Hat, Chandgaon, Chittagong 4212","22.371049341752236, 91.84377216034707",178390,0.63%,2021,82848571.2,74790049.12,1703730.75,110091,CHATTOGRAM,CHATTOGRAM,CHANDGAON
87,AGRANI BANK PLC,11,ARTILLERY CENTRE,"Artillery Road, Halishahar, Chittagong 4216","22.351835039003547, 91.79459115748232",57472,0.20%,2021,26691339.84,24095124.25,548891.26,110092,CHATTOGRAM,CHATTOGRAM,HALISHAR
88,AGRANI BANK PLC,11,E.P.Z.CORPORATE,"Bay Shopping Centre, Chittagong","22.29295401831479, 91.78199291018761",256168,0.90%,2021,118970529.7,107398493.8,2446556.97,110093,CHATTOGRAM,CHATTOGRAM,EPZ
89,AGRANI BANK PLC,11,MADAMBIBIR HAT,"Dhaka Trunk Road, Sitakunda, Chittagong 4310","22.358540635876846, 91.78302269484395",93080,0.33%,2021,43228423.66,39023677.55,888966.38,110094,CHATTOGRAM,CHATTOGRAM,SITAKUNDA
90,AGRANI BANK PLC,11,GAHIRA,"Fakirhat Bazar, Raozan, Chittagong 4340","22.38949933231799, 91.76129594746764",106537,0.38%,2021,49478416.95,44665745.95,1017493.71,110095,CHATTOGRAM,CHATTOGRAM,RAOZAN
91,AGRANI BANK PLC,11,PRESS CLUB,"Jamal Khan Road, Rahmatganj, Kotwali, Chittagong 4000","22.34704828490389, 91.83397122949879",45276,0.16%,2021,21027254.39,18981973.56,432412.77,110096,CHATTOGRAM,CHATTOGRAM,"KOTWALI_CHATTOGRA
M"
92,AGRANI BANK PLC,11,HATHAZARI,"Hathazari Bus Station, Hathazari, Chittagong 4330","22.346305476013164, 91.83124471378957",498179,1.75%,2021,231366210.9,208861662,4757906.17,110097,CHATTOGRAM,CHATTOGRAM,HATHAZARI
93,AGRANI BANK PLC,11,"ISLAMI BANKING
WINDOW AGRABAD",N/A,0,43357,0.15%,2021,20136048.23,18177453.33,414085.65,110098,CHATTOGRAM,CHATTOGRAM,DOUBLE MOORING
94,AGRANI BANK PLC,11,SWANDIP,"Sandwip, Chittagong","22.485497035970745, 91.4613286678638",278605,0.98%,2021,129390807.7,116805211.3,2660843.69,110099,CHATTOGRAM,CHATTOGRAM,SANDWIP
95,AGRANI BANK PLC,11,CHAPRI BAZAR,"Madhupur Bus Stand, Madhupur, Tangail 1996","24.60741205602279, 90.02897425601202",133528,0.37%,2021,63264941.96,57111282.04,1301005.26,110101,DHAKA,TANGAIL,MADHUPUR
96,AGRANI BANK PLC,11,SHIBPUR,"Nabinagar, Brahmanbaria 3410","23.843467767287127, 91.0378826545023",108574,0.38%,2021,50424336.88,45519658.06,1036945.99,110102,DHAKA,NARSHINGDI,SHIBPUR
97,AGRANI BANK PLC,11,TRISHAL,"Trishal, Mymensingh","24.58198481201666, 90.39002352557964",419308,3.34%,2021,122465254.2,110553293.1,2518423.87,110103,MYMENSINGH,MYMENSINGH,TRISAL
98,AGRANI BANK PLC,11,BANGRAM BAZAR,"Mukshudpur, Gopalganj","23.014961581521895, 89.83142202584106",43411,0.12%,2021,20567873.71,18567275.96,422965.88,110104,DHAKA,GOPALGANJ,MUKSUDPUR
99,AGRANI BANK PLC,11,BHANAGARHAT,"32Q2+V9R, kaliganj Bazar, kotalipara","23.091184058893607, 90.00090324711421",85302,0.23%,2021,40415507.72,36484368.58,831120.47,110105,DHAKA,GOPALGANJ,KOTWALIPARA
100,AGRANI BANK PLC,11,RAMDIA,"Kaskorra Bazar, Alamdanga, Chuadanga 7210","23.76122752459834, 88.94695855439835",124569,0.34%,2021,59020187.55,53279406.78,1213714.45,110106,DHAKA,GOPALGANJ,KASIANI
101,AGRANI BANK PLC,11,KALIAKOIR,"Kaliakoir, Gazipur 1613","24.07878758399002, 90.21028999673258",249100,0.68%,2021,118022370.9,106542560.6,2427058.66,110107,DHAKA,GAZIPUR,KALIAKOIR
102,AGRANI BANK PLC,11,CHURAIN BAZAR,"Kalakopa, Nawabganj, Dhaka","23.66341110432476, 90.16156249013734",79703,0.22%,2021,37762776.08,34089663.07,776568.65,110108,DHAKA,DHAKA,NAWABGANJ
103,AGRANI BANK PLC,11,PAGLA BAZAR,"Pagla Bazar, Mymensingh","24.713695393806912, 90.43417791209116",75900,0.60%,2021,22167744.93,20011530.77,455866.26,110109,MYMENSINGH,MYMENSINGH,PAGLA
104,AGRANI BANK PLC,11,SONAKURA C & B BAZAR,"Shibpur, Brahmanbaria","24.039908872189653, 90.74010670699056",136716,0.38%,2021,64775306.12,58474735.97,1332064.99,110110,DHAKA,NARSHINGDI,SHIBPUR
105,AGRANI BANK PLC,11,BONORUPA,Banorupa Rangamati,"22.655844608187298, 92.17889331204829",64500,0.23%,2021,29955357.12,27041656.82,616013.8,110111,CHATTOGRAM,RANGAMATI,KOTWALI_RANGAMATI
106,AGRANI BANK PLC,11,RANGAMATI,"Rangamati Sadar, Rangamati","22.65394114826834, 92.17535799142733",82091,0.29%,2021,38124999.97,34416654.13,784017.56,110112,CHATTOGRAM,RANGAMATI,KOTWALI_RANGAMATI
107,AGRANI BANK PLC,11,DECRIRCHAR HAT,"Kalkini Bazar, Kalkini, Madaripur 7920","23.07270156787176, 90.2426701832204",90794,0.25%,2021,43017661.74,38833416.04,884632.19,110113,DHAKA,MADARIPUR,KALKINI
108,AGRANI BANK PLC,11,BANGLADESH HAT,"Gharpara, Manikganj","23.908893828687518, 89.98126740511576",54571,0.15%,2021,25855427.54,23340519.55,531701.23,110114,DHAKA,MANIKGANJ,MANIKGANJ SADAR
109,AGRANI BANK PLC,11,BOKTERPUR,"Naldanga Bazar, Kaliganj, Jhenaidah 7300","23.441597488930917, 89.16914234258499",96211,0.26%,2021,45584375.87,41150470.8,937415.11,110115,DHAKA,GAZIPUR,KALIGANJ
110,AGRANI BANK PLC,11,RAYERBAG,"Rayerbagh, Kadamtali, Dhaka","23.70427400091289, 90.4352257432675",424190,1.16%,2021,200979163,181430304.2,4133014.91,110116,DHAKA,DHAKA,KADAMTOLI
111,AGRANI BANK PLC,11,KALIGANJ BAZAR,"Kaliganj Bazar, Kotalipara, Gopalganj","23.735792458539258, 90.40016442128172",80427,0.22%,2021,38106050.14,34399547.51,783627.87,110117,DHAKA,GOPALGANJ,KOTWALIPARA
112,AGRANI BANK PLC,11,BHIMGONJ BAZAR,"Vimganj Bazar, Sherpur","24.957381944988263, 90.07413355442407",174013,1.38%,2021,50823030.83,45879571.81,1045144.88,110118,MYMENSINGH,SHERPUR,SHERPUR SADAR
113,AGRANI BANK PLC,11,BSMRSTU,"BSMRSTU Branch ATM, Gopalganj","23.008475309150366, 89.82869599671045",120403,0.33%,2021,57046262.22,51497481.38,1173121.87,110119,DHAKA,GOPALGANJ,GOPALGANJ SADAR
114,AGRANI BANK PLC,11,SREEBORDI,"Mollah Market, Sreebardi, Sherpur","23.3068790613235, 89.5912103163444",259648,2.07%,2021,75834132.22,68457891.2,1559483.06,110120,MYMENSINGH,SHERPUR,SREEBORDI
115,AGRANI BANK PLC,11,AMRATALI BAZAR,"Barura Road, Amratali, Barura, Comilla 3500","23.396827846013977, 91.08558924089947",133689,0.47%,2021,62088332.67,56049119.28,1276809,110121,CHATTOGRAM,CUMILLA,BARURA
116,AGRANI BANK PLC,11,BSCIC,"Ranir Bazar Road, Sadar, Comilla 3500","23.459700508862934, 91.17348568430799",41324,0.15%,2021,19192074.24,17325297.88,394673.4,110122,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
117,AGRANI BANK PLC,11,BALUTUPA,"Old Chittagong Road, Chapapur, Kotwali, Comilla 3500","22.405251142677805, 91.83322617743954",38742,0.14%,2021,17992569.6,16242466.76,370006.31,110123,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
118,AGRANI BANK PLC,11,BATAISORI BAZAR,"Bataisari Bazar, Barura, Comilla 3560","23.377831726145935, 91.05505225377561",162047,0.57%,2021,75258585.05,67938326.4,1547647.28,110124,CHATTOGRAM,CUMILLA,BARURA
119,AGRANI BANK PLC,11,BAKSHAGANJ,"Bakshaganj, Hossamia, Nangalkot, Comilla 3583","23.062752900711924, 91.24583244725001",93497,0.33%,2021,43422120.91,39198534.25,892949.65,110125,CHATTOGRAM,CUMILLA,NANGOLKOT
120,AGRANI BANK PLC,11,CHANDINA,"Chandina, Comilla 3510","23.49005735435871, 90.99414839857381",350273,1.23%,2021,162675136.4,146852037,3345315.77,110126,CHATTOGRAM,CUMILLA,CHANDINA
121,AGRANI BANK PLC,11,HASANPUR,"Bakshaganj Road, Dhalua Bazar, Nangalkot, Comilla 3581","23.12513624849118, 91.2356211083505",104716,0.37%,2021,48632775.42,43902358.36,1000103.61,110127,CHATTOGRAM,CUMILLA,NANGOLKOT
122,AGRANI BANK PLC,11,HOMNA,"Homna, Comilla 3546","23.683412483704974, 90.78152761392276",206386,0.73%,2021,95850581.4,86527378.65,1971109.22,110128,CHATTOGRAM,CUMILLA,HOMNA
123,AGRANI BANK PLC,11,JAHAPUR,"Jahapur, Muradnagar, Comilla 3540","23.621241366941664, 90.8597919102143",523556,1.84%,2021,243151895,219500975.1,5000271.63,110129,CHATTOGRAM,CUMILLA,MURADNAGAR
124,AGRANI BANK PLC,11,JHALAM BAZAR,"Jhalam Bazar, Barura, Comilla 3560","23.388506550562035, 90.98550798787727",109382,0.39%,2021,50799544.91,45858370.32,1044661.91,110130,CHATTOGRAM,CUMILLA,BARURA
125,AGRANI BANK PLC,11,KASHINAGAR,"Kashinagar Bazar, Chauddagram, Comilla 3550","23.32047505002354, 91.22471814695018",199642,0.70%,2021,92718321.17,83699787.38,1906696.19,110131,CHATTOGRAM,CUMILLA,CHAUDDAGRAM
126,AGRANI BANK PLC,11,PADUAR BAZAR,"Bisha Road, Paduar Bazar, Ahmednagar, Sadar South, Comilla 3502","23.78709217220341, 91.14934245291302",258278,0.91%,2021,119950464,108283111.8,2466708.73,110132,CHATTOGRAM,CUMILLA,CUMILLA SADAR SOUTH
127,AGRANI BANK PLC,11,KHILA BAZAR,"Noakhali Road, Iqbal Nagar, Manoharganj, Comilla 3570","22.867156904448397, 91.1030144459566",137168,0.48%,2021,63704128.27,57507749.54,1310036.86,110133,CHATTOGRAM,CUMILLA,MONOHORGANJ
128,AGRANI BANK PLC,11,LAKSAM,"Dawlatganj Road, Laksam, Comilla 3570","23.237385561754767, 91.11917408381068",159875,0.56%,2021,74249614.94,67027496.89,1526898.42,110134,CHATTOGRAM,CUMILLA,LAKSHAM
129,AGRANI BANK PLC,11,MADHABPUR,"Brahmanbaria Road, Madhabpur, Brahmanpara, Comilla 3461","24.11456973657914, 91.2927145427462",110533,0.39%,2021,51334226.8,46341044.73,1055657.32,110135,CHATTOGRAM,CUMILLA,BRAHMANPARA
130,AGRANI BANK PLC,11,DEBIDWAR,B.BARIA ROAD DEBIDWAR DEBIDWAR 3530 COMILLA,"23.550771158848665, 91.14745778137657",431352,1.52%,2021,200330158,180844426.6,4119668.51,110136,CHATTOGRAM,CUMILLA,DEBIDWAR
131,AGRANI BANK PLC,11,CHORSINDUR BAZAR,Shotorupa Complex Bazar Charsindur palash Narsingdi,"23.93037330788235, 90.72296662604592",137033,0.38%,2021,64925593.94,58610405.58,1335155.56,110137,DHAKA,NARSHINGDI,PALASH
132,AGRANI BANK PLC,11,MONOHARPUR,"Kandirpar Road, Manoharpur, Comilla 3500","23.543779996663723, 91.19113904636451",23245,0.08%,2021,10795541.76,9745480.06,222003.79,110138,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
133,AGRANI BANK PLC,11,NASRATPUR,"Noakhali Road, Laksham, Comilla 3570","23.27869313245383, 91.12480501206083",115771,0.41%,2021,53766962.54,48537152.92,1105685.06,110139,CHATTOGRAM,CUMILLA,LAKSHAM
134,AGRANI BANK PLC,11,NATHERPETUA,"Noakhali Road, Natherpatua, Manoharganj, Comilla 3570","23.141494624921442, 91.1245441236957",107775,0.38%,2021,50053243.64,45184660.35,1029314.68,110140,CHATTOGRAM,CUMILLA,MONOHORGANJ
135,AGRANI BANK PLC,11,NIMSAR,"Bisha Road, Nimsar, Burichang, Comilla 3500","23.46434323039236, 91.18216089303255",129785,0.46%,2021,60275133.7,54412286.72,1239521.66,110141,CHATTOGRAM,CUMILLA,BURICHANG
136,AGRANI BANK PLC,11,NANGOLKOT," 46MQ+C6M, Hasanpur Nangalkot Comilla Chittagong, A189","23.468397250847282, 91.17683938808204",373987,1.32%,2021,173688483.7,156794137,3571798.6,110142,CHATTOGRAM,CUMILLA,NANGOLKOT
137,AGRANI BANK PLC,11,RAJGONJ CORPORATE,"Chawkbazar Road, Comilla 3500","23.463908169034575, 91.18915608771657",15497,0.05%,2021,7197027.84,6496986.71,148002.52,110143,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
138,AGRANI BANK PLC,11,RUP BABU BAZAR,"PX8M+3H6, Barashalghar - Bangora Road, Bangura","23.715368758431666, 90.9839120543974",124433,0.44%,2021,57789653.35,52168564.28,1188409.26,110144,CHATTOGRAM,CUMILLA,BANGORA
139,AGRANI BANK PLC,11,SHANKUCHAIL,"Shankachail Bazar, Burichang, Comilla 3500","23.463200722744194, 91.18100187961959",69420,0.24%,2021,32240187.8,29104246.38,662999.96,110145,CHATTOGRAM,CUMILLA,BURICHANG
140,AGRANI BANK PLC,11,TOMSONBRIDGE,"EPZ Road, Comilla Sadar, Comilla 3500","23.44077220832616, 91.17663507462868",61987,0.22%,2021,28788111.36,25987946.82,592010.1,110146,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
141,AGRANI BANK PLC,11,MUNSHIRHAT,"Degaldi, Munshirhat Bazar, Matlab South, Chandpur 3640","23.353981096212305, 90.7072199514237",244006,0.86%,2021,113322392.5,102299740.1,2330406.45,110147,CHATTOGRAM,CUMILLA,CHAUDDAGRAM
142,AGRANI BANK PLC,11,BATAKANDI BAZAR,"JQGX+7RP, Bass Bazar Road, Titas","23.62599753617715, 90.79957809672308",184617,0.65%,2021,85740538.54,77400720.32,1763202.31,110148,CHATTOGRAM,CUMILLA,TITAS
143,AGRANI BANK PLC,11,HOUSING ESTATE,"Housing Estate, Comilla Sadar, Comilla 3500","23.605094367921474, 90.81540386620078",46490,0.16%,2021,21591083.52,19490960.12,444007.57,110149,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
144,AGRANI BANK PLC,11,DAUDKANDI,"Daudkandi Bazar, Daudkandi, Comilla 3516","23.537336375337475, 90.71309172555745",349910,1.23%,2021,162506550.5,146699849.1,3341848.91,110150,CHATTOGRAM,CUMILLA,DAUDKANDI
145,AGRANI BANK PLC,11,BURICHANG," H43G+4PM, Comilla - Burichang Rd, Burichang 3520","23.553073519502398, 91.12675398137667",301825,1.06%,2021,140174729.6,126540201.7,2882608.52,110151,CHATTOGRAM,CUMILLA,BURICHANG
146,AGRANI BANK PLC,11,PATILJHAP BAZAR,"Kalakopa, Nawabganj, Dhaka","23.66317526221861, 90.16190581289675",73327,0.20%,2021,34741753.99,31362490.02,714443.15,110152,DHAKA,DHAKA,NAWABGANJ
147,AGRANI BANK PLC,11,KOMARGANJ,"Kalakopa, Nawabganj, Dhaka","23.653819848934095, 90.18284850122075",89267,0.24%,2021,42294309.21,38180422.63,869756.88,110153,DHAKA,DHAKA,NAWABGANJ
148,AGRANI BANK PLC,11,GOLARBAZAR,"Naria Bazar, Naria, Shariatpur 8020","23.307275792221812, 90.40841159671652",85876,0.24%,2021,40687584.59,36729981.04,836715.56,110154,DHAKA,SHARIATPUR,NARIA
149,AGRANI BANK PLC,11,GANGKULKANDI,Gangkulkandi Lebutala Monohardi Narsingdi,"24.224332582563054, 90.68439854193257",90787,0.25%,2021,43014420.98,38830490.51,884565.55,110155,DHAKA,NARSHINGDI,MONOHARDI
150,AGRANI BANK PLC,11,DELDUAR,"MOULOVIPARA, DELDUAR-1910, Tangail","24.165115740789258, 89.96382215193994",207278,0.57%,2021,98207310.29,88654873.02,2019573.93,110156,DHAKA,TANGAIL,DELDUAR
151,AGRANI BANK PLC,11,"SHEIKH HASINA MEDICAL
COLLEGE","Sheikh Hasina Medical College, Tangail","24.266918142749596, 89.92880049865794",145909,0.40%,2021,69131032.83,62406789.47,1421637.87,110157,DHAKA,TANGAIL,TANGAIL SADAR
152,AGRANI BANK PLC,11,PAGAR,"Banesa Complex, 26 Anarkali Road, Monnu Nagar, Tongi, Gazipur","23.886202407103887, 90.40152202556474",68970,0.19%,2021,32677651.23,29499158.58,671996.13,110158,DHAKA,GAZIPUR,TONGI EAST
153,AGRANI BANK PLC,11,DHANBARI,"Dhanbari, Tangail","24.67963618353651, 89.94227552397682",36125,0.10%,2021,17115849.65,15451023.69,351977.09,110159,DHAKA,TANGAIL,DHANBARI
154,AGRANI BANK PLC,11,JODUNANDI BAZAR,"Zadunandi Bazar, Saltha, Faridpur","24.69497155959216, 89.57248232558204",124589,0.34%,2021,59029663.46,53287960.98,1213909.32,110160,DHAKA,FARIDPUR,SALDA
155,AGRANI BANK PLC,11,COX`S BAZAR,"CXVG+984, Laldigir par Main Rd, Cox's Bazar 4800","21.430260123762746, 92.0053912188725",338760,1.19%,2021,157328224.6,142025209,3235359.77,110161,CHATTOGRAM,COX'S BAZAR,COX'S BAZAR SADAR
